Year,Show,Season,User_Ratings,Audience_Score,Critic_Ratings,Tomatometer
2016,Rupel,2,287,76,19,100
2018,Kaz,1,62,79,6,50
2017,Solved,1,29,96,8,63
2018,Strawberry Night,1,50,74,10,50
2018,The Desire,1,80,52,30,90
2015,Dark Matters,1,698,87,19,68
2016,Dark Matters,2,306,92,7,100
2017,Dark Matters,3,265,91,7,100
2014,Beached,1,290,75,16,69
2020,B&B - Bella y bestia,1,81,93,11,55
2020,Barda,1,106,81,5,100
2019,Assassins,1,591,82,23,83
2019,The Great Seer,1,85,32,40,68
2011,Sila,1,289,81,36,53
2012,Sila,2,196,92,11,100
2013,Sila,3,352,94,10,100
2014,Sila,4,274,95,5,100
2015,Sila,5,225,92,5,100
2017,Sila,6,139,90,6,83
2018,This Close,1,21,100,16,94
2015,Black Heart,1,192,82,42,50
2015,Vacancy,1,72,61,33,58
2019,The Rascal,1,7649,93,36,93
2020,The Rascal,2,340,92,79,90
2013,The Rousters,1,189,92,18,89
2014,The Rousters,2,130,91,5,100
2015,The Rousters,3,85,91,5,100
2016,Corp & Anam,1,19,82,5,100
2020,Mandrake,1,18,72,14,64
2020,Tommy & Oscar,1,68,68,22,68
2013,To Dust,1,10,71,5,100
2019,RollBots,1,203,90,43,77
2014,Interlude,1,85,67,23,39
2019,Kids Like You,1,36,61,6,83
2016,The Circus: Inside the Greatest Political Show on Earth,1,39,62,12,75
2018,One Strange Rock,1,90,93,12,83
2020,Breaking Even,1,64,86,14,21
2005,Bone,1,99,78,14,64
2006,Bone,2,57,85,5,100
1993,The Sonics,1,23,91,5,40
2020,Mansour,1,226,26,21,38
2017,Daam,1,289,91,25,64
2020,Monstar,1,49,49,27,81
2019,Kids vs Fear,1,22,80,8,75
2020,Lupin,1,9,44,17,59
2012,RuPaul's Drag Race All Stars,1,21,44,5,80
2016,RuPaul's Drag Race All Stars,2,24,91,8,100
2018,RuPaul's Drag Race All Stars,3,33,60,7,14
2018,RuPaul's Drag Race All Stars,4,51,45,7,86
2019,Perfect Harmony,1,75,76,13,62
2019,The D.A.,1,1036,94,77,88
2016,Rose Drive,1,606,77,46,98
2020,Seekers,1,52,87,33,79
2014,Harpies,1,46,83,6,83
2018,Captain Mack,1,7,100,6,100
2010,S'parta,1,364,86,23,52
2012,S'parta,2,244,88,11,82
2013,S'parta,3,262,86,13,69
1999,Dila Hanim,1,310,75,12,42
2019,Class Act,1,518,92,36,64
2017,Sci-Fi Harry,1,1629,86,45,100
2018,Sci-Fi Harry,2,207,93,22,100
2013,Horse Mask,1,55,81,38,76
2014,Horse Mask,2,49,81,6,83
2019,Mandatori,1,7649,93,36,93
2020,Mandatori,2,342,91,79,90
1998,The Killer Closer,1,17,82,6,50
2020,Legmen,1,50,76,21,90
2018,Bodyguards,1,1938,83,69,93
1955,Hitchcock,1,10,89,12,100
2015,Of Kings and Prophets,1,33,72,20,25
2017,Diplodo,1,40,76,10,90
2010,Mal.com,1,59,84,27,81
2015,The Fray,1,151,89,9,78
2016,Nojor,1,63,69,32,22
2011,Luck & Logic,1,71,82,50,82
2020,Japan Sinks: 2020,1,44,61,12,67
2018,Cheyenne,1,77,73,18,44
2006,Studs,1,12,92,66,74
2006,Lineman,1,48,87,12,75
2020,Tiger Mask,1,805,84,98,86
2009,終極一班5,1,40,71,29,59
2011,終極一班5,2,34,52,20,40
2008,Foxy Brown,1,422,80,25,84
2009,Foxy Brown,2,286,84,16,81
2010,Foxy Brown,3,280,81,13,100
2011,Foxy Brown,4,266,77,12,100
2012,Foxy Brown,5,380,80,16,88
2016,Dead Fred,1,111,70,16,63
2020,Circles,1,109,71,16,81
2016,Pure Genius,1,139,84,23,26
2020,Lost Woods,1,32,22,5,80
2019,Criminal,1,45,91,38,84
2015,Hero's Dream,1,359,57,50,42
2019,Jalwa,1,41,61,7,43
2008,The Fox's Summer,1,90,86,34,76
2008,The Fox's Summer,2,99,88,16,94
2017,Prospect,1,9,86,10,80
2013,Avenger,1,8,60,7,71
2013,Adventure Agents,1,3079,79,72,88
2014,Adventure Agents,2,2479,90,33,91
2015,Adventure Agents,3,1947,91,22,100
2016,Adventure Agents,4,1421,94,25,96
2017,Adventure Agents,5,1236,92,23,100
2019,Adventure Agents,6,657,90,15,93
2020,Adventure Agents,7,259,92,14,100
1994,Lego Friends,1,157,90,20,65
2020,Duster,1,392,98,52,88
2020,War & Peace,1,215,54,8,75
2019,Petrol,1,1629,80,51,96
2020,Petrol,2,149,69,25,96
2018,Griffith Park,1,84,79,11,55
2020,Filth,1,22,55,14,64
2019,The One & Only,1,646,34,12,8
2019,Cargo,1,21,86,6,100
2019,Laps,1,102,62,17,24
2020,Berks,1,81,93,11,55
2020,Soulmates,1,16,56,12,67
1999,Wight Space,1,34,97,7,100
2001,Wight Space,2,26,96,12,100
2016,Stricken,1,8,100,7,71
2015,Soria Moria,1,95,84,5,80
2018,New Heart,1,53,79,32,34
2015,Troll Tales,1,138,89,46,59
2016,Troll Tales,2,76,89,8,63
2017,Wormwood,1,698,66,52,90
2015,Jinx,1,607,97,44,95
2018,Salty,1,182,66,32,97
2020,The Fugitives,1,12,50,9,22
2020,Hacktion,1,572,50,6,33
2016,Still Star-Crossed,1,135,88,25,52
2019,Marzi,1,165,89,15,93
2020,Run,1,159,45,51,80
2018,Innocent,1,11,67,5,60
2016,Original Sin,1,60,37,16,25
2018,Scorch,1,311,77,43,86
2000,Cerberus,1,9,100,7,71
2016,Huntress,1,85,59,14,0
2018,The Woman in White,1,20,60,20,80
2019,Killer Confessions,1,51,92,17,100
2013,On Tap,1,64,83,26,54
2014,On Tap,2,67,86,14,71
2015,On Tap,3,60,79,7,71
2016,On Tap,4,14,69,5,80
2016,D.I.C.E.,1,56,94,21,43
2015,Rave Master,1,3281,89,66,100
2017,Rave Master,2,1386,91,60,100
2017,Buddi,1,9,86,10,80
2015,The Late Show with Stephen Colbert,1,205,72,56,91
2015,Ryan's Hope,1,219,53,18,22
2013,The Goldbergs,1,273,89,42,55
2014,The Goldbergs,2,158,93,5,100
2014,Consultant,1,78,79,47,72
2016,Love in Paris,1,887,86,46,87
2017,Love in Paris,2,239,85,27,96
2018,Love in Paris,3,159,87,11,100
2015,Head Start,1,2189,94,51,98
2016,Head Start,2,580,94,17,100
2018,Head Start,3,430,95,15,100
2016,Kim & Co.,1,89,93,12,100
2015,Otje,1,239,89,13,85
2016,Match,1,7,80,11,82
2015,Justin Case,1,219,53,18,22
2020,Trial & Error: Mystery Now,1,18,78,14,86
2020,Apex,1,51,90,18,83
2015,Passenger,1,137,69,19,47
2017,Gypsi,1,22,95,42,40
2020,Midori Days,1,43,95,16,100
2020,Monstr,1,49,49,27,81
2019,Blood Cell,1,60,83,13,54
2018,Masque,1,182,66,32,97
2020,Raised by Wolves,1,656,79,49,78
2018,Camping,1,105,18,51,27
2013,Ja'mie: Private School Girl,1,56,86,14,64
2018,Norm Macdonald Has a Show,1,48,98,10,40
2018,Tieta,1,3122,73,45,80
2019,Tieta,2,628,72,21,81
2020,Chat Like Love,1,131,82,47,64
2019,Pandora,1,83,34,7,14
2020,Cursed,1,1103,52,52,67
2013,De mol,1,146,71,6,83
2007,Gazi,1,5,100,9,100
2018,Westwind,1,5,60,6,17
2020,alijenab,1,56,73,15,93
2012,Lavirint,1,23,42,11,64
2020,Ilumina,1,9,44,17,59
2017,Contract,1,62,65,15,47
2016,DarkNet,1,43,79,6,67
2020,Atlantika,1,14,64,18,94
1999,The Imp,1,705,97,26,100
2000,The Imp,2,438,99,16,94
2001,The Imp,3,396,99,11,100
2002,The Imp,4,370,97,11,91
2004,The Imp,5,366,98,13,92
2006,The Imp,6,458,97,37,89
2017,C.A.B.,1,211,88,6,100
2019,The Ruff & Reddy Show,1,359,84,43,86
2020,Today,1,122,84,15,100
2020,Diary of a Future President,1,169,84,8,100
2016,Chelsea,1,313,63,22,41
2014,Mary + Jane,1,25,65,10,80
2018,Porters,1,48,87,21,95
2017,The Kennedys,1,14,33,7,0
2014,Outlands,1,2627,93,52,91
2016,Outlands,2,1649,92,25,92
2017,Outlands,3,679,93,15,93
2018,Outlands,4,465,83,10,88
2020,Outlands,5,199,88,5,95
2009,The Adventures of McGraw,1,189,82,22,55
2010,Standard Action,1,142,88,41,78
2011,Stone Boy,1,50,92,6,100
2017,Spirou,1,49,71,20,100
2018,新紮師兄1988,1,97,82,6,100
2020,Buio,1,49,82,5,100
1994,E/R,1,38,96,12,83
1995,E/R,2,16,100,5,100
2013,A Young Doctor's Notebook & Other Stories,1,13,77,12,100
2013,A Young Doctor's Notebook & Other Stories,2,6,67,6,67
2017,Glow&Darkness,1,1449,90,104,94
2018,Glow&Darkness,2,681,90,83,98
2019,Glow&Darkness,3,207,78,64,86
2004,Lost Gate,1,104,98,31,94
2005,Lost Gate,2,699,94,12,100
2006,Lost Gate,3,649,94,17,71
2008,Lost Gate,4,613,93,25,88
2009,Lost Gate,5,593,87,21,90
2009,Lost Gate,6,868,83,34,68
1975,Fault,1,38,97,13,100
2015,Wild Kat,1,1011,91,62,89
2016,Wild Kat,2,271,87,17,94
2018,Wild Kat,3,106,80,13,100
2016,Idiotsitter,1,52,75,9,89
2015,Youngers,1,463,88,37,97
2016,Youngers,2,113,93,8,100
2016,Youngers,3,67,84,8,100
2017,Youngers,4,47,90,7,100
2018,Youngers,5,46,84,9,100
2019,Youngers,6,21,67,8,100
2019,Iron King,1,7579,55,115,96
1995,The Journeys,1,13,56,5,100
2016,Dark Pool,1,39,62,12,75
2020,Indio,1,25,56,16,63
2019,Gimi,1,133,87,22,100
2019,Messy,1,1889,88,28,46
2016,Claude,1,223,97,33,70
2019,The Scarf,1,646,34,12,8
2016,Klim,1,89,93,12,100
2019,The Siege,1,114,50,25,52
2018,Swamp Thing,1,112,71,39,92
2016,Slasherz,1,233,63,5,80
2017,Slasherz,2,22,73,5,60
2020,Spectres,1,22,91,11,100
1994,Friends,1,157,90,20,65
2020,Whites,1,82,59,27,96
2010,Badger,1,26,86,29,69
2015,Zone Zero,1,114,94,12,100
2016,Lucid,1,2404,82,43,49
2016,Lucid,2,1360,79,9,100
2017,Lucid,3,1426,78,7,100
2019,Lucid,4,859,85,8,100
2019,Lucid,5,470,80,21,81
2020,Queue,1,37,68,11,91
2016,Bors,1,66,86,18,39
2019,The Rascal,1,7649,93,36,93
2020,The Rascal,2,344,91,79,90
2019,Melek,1,11,91,9,100
2019,Lilly the Witch,1,1546,93,104,61
2020,Starbarians,1,106,81,5,100
2013,Getting On,1,72,90,29,76
2018,Bruh,1,990,79,78,67
2020,Bruh,2,124,85,17,82
2016,The Debt,1,215,87,27,81
2017,The Debt,2,53,85,6,100
2020,Starters,1,8,62,13,85
1989,Dedalo,1,83,95,53,97
2018,Derby Girl,1,194,95,24,100
2019,Derby Girl,2,123,97,30,97
2017,Blacklight,1,54,60,5,60
2018,Hill Horrors,1,4067,91,97,93
1973,Dark Souls,1,5,60,6,67
2018,Gold Mountain,1,394,89,51,63
2019,Gold Mountain,2,197,90,8,100
2020,Gold Mountain,3,85,56,6,100
2017,Trial and Error,1,162,88,35,86
2018,Trial and Error,2,32,88,11,91
2019,Harry's Mad,1,13,85,19,42
1993,Olympia,1,14,71,10,100
2017,Sandy & Junior,1,106,84,6,50
2018,Graham's Gang,1,13,73,6,50
2020,Thru,1,53,87,33,79
2016,Evolution,1,18,87,5,100
2001,Catwalk,1,273,94,20,95
2002,Catwalk,2,206,90,17,94
2003,Catwalk,3,172,88,14,93
2005,Catwalk,4,159,89,20,95
2006,Catwalk,5,153,91,22,100
2007,Catwalk,6,142,69,31,74
2009,Catwalk,7,140,82,33,76
2010,Catwalk,8,167,82,40,75
2016,Tracey Ullman's Show,1,34,77,22,91
2020,Dentelle,1,5,80,11,55
2016,Marbella,1,220,75,15,73
2017,Marbella,2,104,62,7,57
2019,I Love Drama,1,206,46,11,73
2017,Margaritas,1,891,85,89,93
2018,Margaritas,2,563,82,37,99
2019,Margaritas,3,60,83,17,88
1977,Roots & Wings,1,19,57,9,78
2016,Magiki,1,835,79,46,74
2017,Magiki,2,397,90,22,91
2018,Magiki,3,509,88,13,100
2019,Magiki,4,145,77,29,93
2019,Magiki,5,205,66,10,100
2019,Turnt,1,174,90,42,52
2016,Star Child,1,135,88,25,52
2016,Still,1,135,88,25,52
2020,Tall Tales & Legends,1,363,75,62,84
2016,Cooper Barrett's Guide to Surviving Life,1,30,55,20,50
2019,Serenè,1,26,81,8,88
2018,Jersey Shore Family Vacation,1,37,86,9,78
2019,In the Shadows,1,681,95,70,94
2020,In the Shadows,2,437,93,30,100
2019,Garry Halliday,1,43,88,39,92
2020,Bounty Hunters,1,666,95,24,92
2019,Sola,1,206,77,30,90
2018,Maze,1,221,85,67,57
2019,Party Girl,1,14,71,13,85
2020,Three Busy Debras,1,9,78,5,100
2018,All About The Washingtons,1,20,94,5,40
2017,@midnight,1,452,88,28,61
2017,The Punishers,1,6032,90,78,67
2019,The Punishers,2,1762,70,35,60
2019,Counting Cars,1,287,79,12,67
2018,ShKYa,1,16,88,14,100
2019,Bony,1,237,80,14,71
2017,Grand Slam,1,56,79,47,49
2019,Bamazon,1,172,85,63,75
2020,Apple's Way,1,8,100,5,100
2017,The President Show,1,109,85,12,67
2020,The Not Too Late Show with Elmo,1,6,100,16,81
2010,Gravity,1,5,60,11,45
2019,Florida Girls,1,14,71,13,85
2009,Flash Forward,1,81,77,35,80
2019,Mandala,1,7649,93,36,93
2020,Mandala,2,347,91,79,90
2019,Infinite,1,40,98,8,100
2020,Infinite,2,19,100,6,100
2019,Sentient,1,48,44,6,67
2020,Andra,1,19,74,14,64
2018,Edgers,1,146,98,20,90
2019,Edgers,2,93,97,8,100
1989,Quantum,1,15,86,12,100
2020,Trom,1,68,68,22,68
2017,Glina,1,67,95,43,84
2019,Wham,1,681,95,70,94
2020,Wham,2,437,93,30,100
2020,Shin Chan,1,46,50,5,100
2011,Meena,1,21,85,20,95
2019,Les Misérables,1,127,77,39,87
2019,Dr. Acula,1,1087,57,54,70
2020,Mother Love,1,131,82,47,64
2017,Bill Nye Saves the World,1,504,27,12,75
1999,The Gentlemen,1,11,100,7,100
2008,Jelena,1,16,93,13,92
2016,Great Master,1,357,84,32,75
2020,Scope,1,78,40,25,76
2020,Everything's OK,1,67,91,17,94
2020,Fifty,1,8,62,13,85
2017,Anupamaa,1,106,84,6,50
2016,Love & Marriage,1,887,86,46,87
2017,Love & Marriage,2,239,85,27,96
2018,Love & Marriage,3,159,87,11,100
2018,Rotten,1,69,67,7,86
2019,Project Mc²,1,196,84,18,67
2018,The Final Table,1,77,62,8,38
2017,With Love,1,113,53,14,93
2014,Amore,1,309,89,19,95
2016,Amore,2,62,88,5,80
2016,Little Angels,1,226,70,20,50
2017,Azúcar,1,154,95,17,94
2018,Azúcar,2,34,100,11,100
2019,Azúcar,3,22,74,7,100
2020,Azúcar,4,27,52,10,100
2016,Luke,1,148,64,72,90
2018,Luke,2,1156,68,62,85
2014,Dusk till Dawn,1,77,79,16,69
2016,Garces,1,41,97,7,100
2020,The Fever,1,80,80,43,100
2017,Law & Order: Division of Field Investigation,1,58,86,39,64
2016,Frontiers,1,299,78,22,50
2017,Frontiers,2,90,86,5,100
2019,Shef,1,65,93,14,93
2018,Raptured,1,17,78,6,83
2017,The Tamer,1,9,89,5,100
2020,Yong Pal,1,59,69,12,58
1996,3rd & Bird,1,14,86,12,42
2020,Hollywould,1,811,76,126,57
2015,Real Rob,1,115,80,8,0
2017,"I Love You, America",1,113,53,14,93
2020,Jura,1,71,83,11,73
1982,Mulheres,1,15,93,6,50
2020,The Lost Children,1,14,64,18,94
2019,Yoshitsune,1,52,67,8,100
2019,Kin,1,459,97,14,93
2020,Kin,2,160,94,7,100
2014,Boks,1,380,91,30,83
2016,Boks,2,192,97,14,100
2017,Boks,3,153,96,10,100
2018,Boks,4,148,98,10,100
2019,Boks,5,112,94,6,100
2020,Boks,6,29,79,10,100
2008,Wolven,1,11,91,6,67
2019,The Rascal,1,7649,93,36,93
2020,The Rascal,2,348,91,79,90
2020,Dragonna,1,47,51,5,100
2015,Sinatoro,1,30,95,15,93
2019,Sandstone,1,577,94,29,62
2015,Masantonio,1,824,90,48,58
2015,Badla,1,803,87,49,63
2017,Badla,2,422,88,9,100
2018,Badla,3,375,92,8,88
2020,Branded,1,164,80,29,100
2020,Dragon,1,47,51,5,100
2019,Dark Age,1,1036,94,77,88
2012,Black Rose,1,95,62,7,0
2015,Starfall,1,50,76,5,60
2018,Warp,1,657,74,33,70
1997,OZ,1,87,94,12,67
1998,OZ,2,58,97,6,100
1999,OZ,3,56,98,6,100
2019,Lusa,1,118,88,10,10
2016,Barren,1,30,55,20,50
2020,Orgi,1,18,11,7,86
2005,Romeu & Romeu,1,230,95,36,83
2007,Romeu & Romeu,2,29,100,28,89
2016,Beyon Borders,1,60,37,16,25
2014,Stalk,1,268,81,49,20
2013,Hotel Cæsar,1,855,88,45,82
2014,Hotel Cæsar,2,691,89,21,90
2015,Hotel Cæsar,3,454,93,21,95
2016,Hotel Cæsar,4,440,94,17,100
2017,Hotel Cæsar,5,495,90,21,100
2020,Lenox Hill,1,216,99,15,100
2020,Scandalous,1,811,76,126,57
2010,The D. O. C.,1,8,100,5,100
2015,Grach,1,1020,87,40,57
2016,Grach,2,303,92,11,91
2017,Grach,3,186,92,10,100
2018,Grach,4,123,93,6,100
2019,Grach,5,89,87,13,100
2020,Grach,6,46,85,6,83
2019,Ratz,1,359,84,43,86
2015,Mr. Robinson,1,23,38,26,19
2020,Filthy Rich & Catflap,1,22,55,14,64
2016,Rossella,1,99,87,19,37
2016,Ajyal,1,86,81,19,26
2017,Blood Horn,1,246,88,21,76
2015,Zone: Zero,1,114,94,12,100
2016,Hunter's Gold,1,85,59,14,0
2019,What the,1,681,95,70,94
2020,What the,2,437,93,30,100
2020,Cheer,1,182,93,23,96
2017,Abstract: The Art of Design,1,55,94,6,100
2016,Quarx,1,175,95,27,78
2019,Maly zgon,1,78,40,5,40
2019,Fantasy Patrol,1,1629,80,51,96
2020,Fantasy Patrol,2,149,69,25,96
2009,O Bofe,1,482,95,29,100
2010,O Bofe,2,328,95,16,88
2011,O Bofe,3,316,97,13,92
2012,O Bofe,4,305,91,12,67
2013,O Bofe,5,404,91,10,90
2014,O Bofe,6,355,87,7,100
2015,O Bofe,7,196,85,6,67
2020,Spector,1,195,72,74,86
2019,The Device,1,233,90,64,75
2019,Untitled,1,18,33,5,40
2012,Bomba,1,5,100,10,50
2020,Night & Day,1,39,54,6,83
2020,Transito,1,122,84,15,100
2017,Blackfly,1,54,60,5,60
1999,Futura,1,180,95,18,89
2019,Infinity,1,40,98,8,100
2020,Infinity,2,19,100,6,100
2018,Dark Tourist,1,113,70,20,70
2010,Outsourced,1,20,65,33,36
2018,Alone Together,1,68,79,13,62
2018,Focus,1,325,87,11,82
2020,Blacklaw,1,302,75,24,46
2019,Totem,1,359,84,43,86
2017,Kyra,1,78,74,22,55
2019,Yali,1,89,89,6,100
2019,The Rascal,1,7649,93,36,93
2020,The Rascal,2,349,91,79,90
2018,Ihni,1,21,53,6,83
2005,Mary Lou,1,147,90,28,79
2006,Mary Lou,2,117,95,15,100
2007,Mary Lou,3,106,90,16,88
2008,Mary Lou,4,93,70,10,60
2009,Mary Lou,5,87,70,13,62
2010,Mary Lou,6,79,75,11,64
2011,Mary Lou,7,79,62,11,73
2012,Mary Lou,8,123,61,10,40
2017,The 3,1,566,92,28,100
2017,The Gifted,1,1013,75,54,76
2018,The Gifted,2,317,65,12,83
2016,The Grand,1,1083,95,11,91
2017,The Grand,2,114,94,7,57
2019,The Grand,3,81,91,5,60
2019,High Road,1,230,80,32,75
2018,Valley of the Boom,1,29,67,18,72
2020,Magical Girl Friendship Squad,1,10,40,5,100
2013,Andro Melos,1,1688,94,57,89
2014,Andro Melos,2,952,96,17,100
2015,Andro Melos,3,749,96,14,93
2017,Andro Melos,4,588,96,13,100
2017,Andro Melos,5,597,94,14,100
2019,Andro Melos,6,1214,88,27,100
2020,Andro Melos,7,215,91,9,89
2018,Aleksandra,1,121,82,5,100
2020,The Dark Zone,1,113,73,46,96
1988,Nuit,1,22,67,18,89
1989,Nuit,2,11,82,5,100
2011,Rounin,1,1198,93,31,100
2012,Rounin,2,828,93,42,93
2013,Rounin,3,893,83,40,80
2014,Rounin,4,925,90,46,81
2015,Rounin,5,666,85,27,88
2017,Rounin,6,472,76,28,78
2018,Rounin,7,306,76,20,80
2020,Rounin,8,220,87,26,85
2020,The Interns,1,20,80,8,63
2020,Next,1,19,74,14,64
2019,South Side,1,41,78,22,100
2018,Rel,1,39,67,16,44
2014,Boj,1,1753,90,26,69
2015,Boj,2,1221,98,22,100
2016,Boj,3,1547,96,31,100
2017,Boj,4,982,98,35,97
2018,Boj,5,1014,94,47,98
2019,Boj,6,658,95,52,96
2020,Kiko,1,111,95,9,100
2020,Kiko,2,29,93,9,100
2020,Kiko,3,16,94,6,100
2020,Little Rosey,1,444,57,77,78
2017,The Fellows,1,28,82,11,91
2003,Ellington,1,8,80,13,85
2004,Ellington,2,6,100,11,100
2018,Magnum,1,22,82,21,57
2019,Assassin,1,591,82,23,83
2019,Zerda,1,1019,85,94,82
2014,Review,1,78,100,15,87
2015,Review,2,94,97,17,100
2017,Review,3,23,73,18,100
2015,Big Steps,1,59,85,12,75
2016,Angela Black,1,226,70,20,50
2019,What The...,1,681,95,70,94
2020,What The...,2,437,93,30,100
2006,Heroes & Halfwits,1,362,94,18,83
2007,Heroes & Halfwits,2,227,66,10,50
2008,Heroes & Halfwits,3,192,48,14,50
2009,Heroes & Halfwits,4,224,54,7,29
2013,The Birthday Boys,1,13,86,7,100
2018,Grafters,1,112,81,20,45
2013,The New Black,1,2057,92,56,95
2014,The New Black,2,1953,92,53,96
2015,The New Black,3,1269,79,64,95
2016,The New Black,4,1090,87,52,94
2017,The New Black,5,631,73,49,71
2018,The New Black,6,342,74,37,84
2019,The New Black,7,279,75,40,98
2017,Daytime Divas,1,24,95,9,56
2006,Cold Walls,1,64,94,12,83
2006,Cold Walls,2,975,91,7,100
2007,Cold Walls,3,52,96,6,100
2008,Cold Walls,4,106,99,7,100
2010,Cold Walls,5,923,92,14,100
2010,Cold Walls,6,46,87,9,100
2011,Cold Walls,7,963,83,7,100
2013,Cold Walls,8,1437,79,26,88
2014,Cold Walls,9,1025,82,17,90
2016,Cold Walls,10,918,69,13,88
2017,Cold Walls,11,8149,20,41,90
2020,Cold Walls,12,3751,16,8,78
2020,Dark Nights,1,323,76,8,88
2014,Night Shift,1,115,69,23,17
2013,The Black Dawn,1,2057,92,56,95
2014,The Black Dawn,2,1953,92,53,96
2015,The Black Dawn,3,1269,79,64,95
2016,The Black Dawn,4,1090,87,52,94
2017,The Black Dawn,5,631,73,49,71
2018,The Black Dawn,6,342,74,37,84
2019,The Black Dawn,7,279,75,40,98
2010,Delusions,1,30,88,11,64
2019,Suck and Moan,1,398,84,46,91
2010,Spartacus,1,371,86,23,52
2012,Spartacus,2,244,88,11,82
2013,Spartacus,3,262,86,13,69
2013,Agent King,1,3079,79,72,88
2014,Agent King,2,2479,90,33,91
2015,Agent King,3,1947,91,22,100
2016,Agent King,4,1421,94,25,96
2017,Agent King,5,1236,92,23,100
2019,Agent King,6,657,90,15,93
2020,Agent King,7,261,92,14,100
2019,Doon,1,459,97,14,93
2020,Doon,2,162,94,7,100
2014,Red Team,1,76,79,27,67
2020,Ghost in the Shell SAC_2045,1,51,49,6,17
2016,Leah Remini: Scientology and the Aftermath,1,166,89,14,86
2016,The Alice,1,34,85,12,83
2017,Superwog,1,79,57,21,62
2016,The Living,1,34,85,12,83
2019,Council Cell,1,37,57,10,50
1973,STAB the SERIES,1,52,80,16,94
2019,I Am The (...),1,195,73,70,73
2020,LA,1,14,93,13,100
2019,After,1,968,93,45,73
2020,After,2,345,85,29,76
2000,Samandar,1,45,95,12,92
2019,F.A.S.T.,1,36,61,6,83
2017,Hargrave,1,4936,80,63,78
2018,Hargrave,2,2082,53,52,27
2019,Hargrave,3,1383,44,18,11
2020,Hargrave,4,717,54,12,25
2018,Kiss Me,1,108,66,18,50
2018,Sandra,1,117,73,34,94
2020,HelLA,1,199,46,55,80
2014,Almost Royal,1,44,94,12,75
2018,Method & Red,1,350,91,44,80
2019,Method & Red,2,95,93,7,100
2018,Clan,1,2085,88,83,75
2019,Clan,2,732,55,27,67
2019,Godziban,1,968,93,45,73
2020,Godziban,2,345,85,29,76
2020,The Sight,1,47,77,29,55
2018,Tinpo,1,871,96,22,95
2019,Tinpo,2,129,85,9,100
2020,Tinpo,3,78,91,10,90
2002,Mock & Sweet,1,36,93,14,100
2003,Mock & Sweet,2,21,85,8,100
2019,Holey Moley,1,21,67,11,91
1992,Lore Series,1,84,100,19,95
2019,Curtain Call,1,18,33,5,40
2008,True Mystery,1,370,85,31,61
2009,True Mystery,2,281,90,18,89
2010,True Mystery,3,262,85,22,95
2011,True Mystery,4,230,80,17,76
2012,True Mystery,5,226,68,18,83
2013,True Mystery,6,239,49,17,47
2014,True Mystery,7,347,46,16,44
2016,Tapped,1,175,96,9,100
2018,Titans,1,3122,73,45,80
2019,Titans,2,630,72,21,81
2015,Doctor Frost,1,41,94,10,90
2017,Doctor Frost,2,55,62,16,81
2019,Mariú,1,165,89,15,93
2016,Lutter,1,47,96,6,100
2014,Hungry,1,138,84,7,43
2017,Downward Dog,1,312,92,27,85
2018,Kai,1,4864,95,47,100
2019,Kai,2,362,91,28,89
2015,Darkmatter,1,698,87,19,68
2016,Darkmatter,2,306,92,7,100
2017,Darkmatter,3,265,91,7,100
2020,Lego Masters,1,50,62,6,67
2020,The Adventurers Club,1,80,80,43,100
2019,Satya,1,25,48,6,83
2019,Dark Passages,1,372,85,26,62
2019,Kingston,1,8,88,28,57
2014,The G.A.M.E.,1,258,92,22,95
2016,Love Just Come,1,887,86,46,87
2017,Love Just Come,2,239,85,27,96
2018,Love Just Come,3,159,87,11,100
2012,Partner,1,8,86,35,17
1985,Golden Girls,1,15,85,14,86
1986,Golden Girls,2,12,80,5,100
2014,Happyland,1,24,71,9,56
2011,Last Man Standing,1,170,77,37,14
2012,Last Man Standing,2,119,80,5,40
2017,Wisdom of the Crowds,1,135,81,21,24
2013,Sandcastle,1,13,77,12,100
2013,Sandcastle,2,6,67,6,67
2017,Whitlock,1,840,48,46,61
2017,Blacklisted,1,54,60,5,60
2004,Joby,1,19,82,26,50
2020,Alix,1,51,90,18,83
2019,Blackbird,1,577,94,29,62
2012,Jedi Camp,1,105,92,5,100
2020,The Ploy,1,195,72,74,86
2017,Frankie,1,19,44,6,100
2014,Psi,1,42,82,6,100
2009,Westbound,1,134,91,20,65
2010,Westbound,2,94,91,6,100
2012,Westbound,3,86,90,8,100
2013,Westbound,4,147,93,17,100
2020,Know,1,176,89,57,74
2019,Dolly,1,45,93,12,50
2016,Matarife,1,141,88,19,68
2017,Matarife,2,32,81,5,100
2017,Sunk & Found with Man + River,1,50,94,10,60
2019,Infinity,1,41,98,8,100
2020,Infinity,2,19,100,6,100
2017,Dead Wait,1,2613,62,58,97
2018,Dead Wait,2,559,56,32,100
2019,Dead Wait,3,111,31,20,90
2016,Hat,1,226,70,20,50
2013,Sage Alexander,1,21,93,14,36
2015,Tipa Tupa,1,3638,92,64,72
2017,Tipa Tupa,2,975,93,29,93
2016,Prem He,1,139,84,23,26
2015,Zoop,1,265,58,29,48
2016,Zoop,2,121,72,5,100
2017,Zoop,3,105,63,5,100
2019,Afterlife,1,968,93,45,73
2020,Afterlife,2,345,85,29,76
2018,Lauren,1,871,96,22,95
2019,Lauren,2,129,85,9,100
2020,Lauren,3,78,91,10,90
2008,Time Bomb,1,13,92,13,69
